id,name,location,latitude,longitude,rating,priceCategory,type,img,link
95880,Au Jardin d'Eden,Évian-les-Bains,46.3999256,6.5826253,0,3,Traditional Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9243e027164741ea8c26982800c96a65.jpg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/vian-les-bains/restaurant/au-jardin-d-eden
95879,La Bonne Auberge,Stiring-Wendel,49.1932027,6.9150991,0,4,Creative,,https://guide.michelin.com/us/en/grand-est/stiring-wendel/restaurant/la-bonne-auberge
95878,La Grillade Gourmande,Epernay,49.0449565,3.9614171,0,2,Grills,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a40bc88a26b045e7bc2aa39b2fac2a38.jpeg,https://guide.michelin.com/us/en/grand-est/pernay/restaurant/la-grillade-gourmande
95877,Cheval Blanc,Feldbach,47.5356853,7.2650225,0,2,Traditional Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6cf86629180149ab95ee8ea3cfd182c5.jpeg,https://guide.michelin.com/us/en/grand-est/feldbach/restaurant/cheval-blanc
95876,L'Ô à la Bouche,Les Contamines-Montjoie,45.8181918,6.7282744,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/679e0c3cd2f1411493991886957d2540.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/les-contamines-montjoie/restaurant/l-o-a-la-bouche175305
95875,Julien,Fouday,48.42262,7.18412,0,2,Traditional Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/38baf8f0db1b4923aaf6bf00441bb655.jpeg,https://guide.michelin.com/us/en/grand-est/fouday/restaurant/julien
95874,J'MCA,Coulanges-la-Vineuse,47.7007664,3.5819116,0,2,Traditional Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7949f11947d8452b82e0420faa75d99d.jpeg,https://guide.michelin.com/us/en/bourgogne-franche-comte/coulanges-la-vineuse/restaurant/j-mca
95873,Château de Courban,Courban,47.9194802,4.7375618,0,4,Modern Cuisine,,https://guide.michelin.com/us/en/bourgogne-franche-comte/courban/restaurant/chateau-de-courban
95872,Les Épices Curiens,Écouviez,49.5244347,5.4564704,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3f46b3e5d36e4af787f10e5eeb1da713.jpg,https://guide.michelin.com/us/en/grand-est/couviez/restaurant/les-epices-curiens
95871,Loiseau des Ducs,Dijon,47.3208798,5.0412341,1,4,Modern Cuisine,,https://guide.michelin.com/us/en/bourgogne-franche-comte/dijon/restaurant/loiseau-des-ducs
95870,Le Chou Rouge - Le Petit Chou,Entraygues-sur-Truyère,44.64602,2.564945,0,2,Modern Cuisine,,https://guide.michelin.com/us/en/occitanie/entraygues-sur-truyre/restaurant/le-chou-rouge-le-petit-chou
95869,Le Castellaras,Fayence,43.629682,6.6734312,0,3,Provençal,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e3d0b96215bf4fe589b6374751fed61b.jpeg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/fayence/restaurant/le-castellaras
95868,Fontevraud L'Ermitage,Fontevraud-l'Abbaye,47.1797597,0.0524964,1,4,Creative,,https://guide.michelin.com/us/en/pays-de-la-loire/fontevraud-l-abbaye/restaurant/fontevraud-le-restaurant
95867,L'Essentiel,Dijon,47.3256091,5.0343065,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c1d063b96be543528ad3b8c33704cd05.jpeg,https://guide.michelin.com/us/en/bourgogne-franche-comte/dijon/restaurant/l-essentiel528709
95866,Auberge Le Centre Poitou,Coulombiers,46.4851301,0.1848401,0,2,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a3d474b96ded413489073b7f29f77ae4.jpeg,https://guide.michelin.com/us/en/nouvelle-aquitaine/coulombiers/restaurant/auberge-le-centre-poitou
95865,Le Clair de la Plume,Grignan,44.4195003,4.9071356,1,4,Modern Cuisine,,https://guide.michelin.com/us/en/auvergne-rhone-alpes/grignan/restaurant/le-clair-de-la-plume
95864,Auberge du Cep,Fleurie,46.1921358,4.6969883,1,3,Modern Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/45a8eeb3ccc0407fa299ca845ada75a0.jpeg,https://guide.michelin.com/us/en/auvergne-rhone-alpes/fleurie/restaurant/auberge-du-cep
95863,La Bartavelle,Goult,43.8637273,5.2426836,0,2,Provençal,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/87d5060bc9a44849a25687b4d3b7324b.jpeg,https://guide.michelin.com/us/en/provence-alpes-cote-dazur/goult/restaurant/la-bartavelle
95862,Taillard,Goumois,47.2607439,6.9452705,0,3,Classic Cuisine,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/acd7f2dde6ca46a4beaaad08f7b02177.jpeg,https://guide.michelin.com/us/en/bourgogne-franche-comte/goumois/restaurant/taillard
